date,state,cases_new,cases_recovered,cases_active,daily_full,FIXED,FIXED2,new_exposed_over,new_exposed_under,new_exposed,E= NewCt+1 / delta,dE = NewInf-NewC,S,S/N,S/N * I,beta_new,gamma_new,v_t = V/S,,,,,,,,,,,,date,line_state_number,line_Cases_new,Line_cases_new_Asymptomatic,line_cases_new_symptomatic,line_state,line_p_symp,
10/12/2021,Terengganu,420,570,6042,8905,,,426.6666667,274.8333333,350.75,2994,-69.25,1212501,0.950832026,5744.927103,0.061053864,0.138861304,0.007344324,,,,,,,,,,,,12/10/2021,11,420,91,329,Terengganu,0.783333333,
10/13/2021,Terengganu,499,839,5701,10415,,,428.8333333,291.8333333,360.3333333,2712,-138.6666667,1212002,0.950440715,5418.462517,0.066501029,0.10559551,0.00859322,,,,,,,,,,,,13/10/2021,11,499,119,380,Terengganu,0.761523046,
10/14/2021,Terengganu,452,602,5551,10852,,,431.3333333,311.8333333,371.5833333,2556,-80.41666667,1211550,0.950086261,5273.928835,0.070456645,0.139614484,0.008957121,,,,,,,,,,,,14/10/2021,11,452,62,390,Terengganu,0.862831858,
10/15/2021,Terengganu,426,775,5199,2726,,,424.3333333,326.3333333,375.3333333,2298,-50.66666667,1211124,0.949752196,4937.761666,0.076012849,0.099249856,0.002250802,,,,,,,,,,,,15/10/2021,11,426,54,372,Terengganu,0.873239437,
10/16/2021,Terengganu,383,516,5064,3875,,,422.1666667,325.6666667,373.9166667,1914,-9.083333333,1210741,0.949451851,4808.024172,0.077769298,0.097748815,0.003200519,,,,,,,,,,,,16/10/2021,11,383,29,354,Terengganu,0.924281984,
10/17/2021,Terengganu,319,495,4885,6126,,,424,316.1666667,370.0833333,1866,51.08333333,1210422,0.949201694,4636.850274,0.079813518,0.10174002,0.005061045,,,,,,,,,,,,17/10/2021,11,319,33,286,Terengganu,0.896551724,
10/18/2021,Terengganu,311,497,4698,7563,,,413.1666667,284,348.5833333,1686,37.58333333,1210111,0.948957811,4458.203794,0.078189188,0.171136654,0.00624984,,,,,,,,,,,,18/10/2021,11,311,45,266,Terengganu,0.855305466,
10/19/2021,Terengganu,281,804,4173,3914,,,381.1666667,259.1666667,320.1666667,2130,39.16666667,1209830,0.948737453,3959.081391,0.080868928,0.164390127,0.003235165,,,,,,,,,,,,19/10/2021,11,281,29,252,Terengganu,0.896797153,
10/20/2021,Terengganu,355,686,3842,10920,,,349.8333333,241.6666667,295.75,2910,-59.25,1209475,0.948459065,3643.979729,0.081161264,0.144456012,0.009028711,,,,,,,,,,,,20/10/2021,11,355,40,315,Terengganu,0.887323944,
10/21/2021,Terengganu,485,555,3767,9419,,,327.8333333,237.3333333,282.5833333,2634,-202.4166667,1208990,0.948078733,3571.412586,0.079123687,0.024422617,0.007790801,,,,,,,,,,,,21/10/2021,11,485,37,448,Terengganu,0.92371134,
10/22/2021,Terengganu,439,92,4112,90,,,327.8333333,232,279.9166667,2388,-159.0833333,1208551,0.947734473,3897.084153,0.071827206,0.177772374,7.44693E-05,,,,,,,,,,,,22/10/2021,11,439,25,414,Terengganu,0.943052392,
10/23/2021,Terengganu,398,731,3778,4131,,,323,229.5,276.25,1662,-121.75,1208153,0.947422365,3579.361695,0.077178565,0.134197988,0.003419269,,,,,,,,,,,,23/10/2021,11,398,24,374,Terengganu,0.939698492,
10/24/2021,Terengganu,277,507,3544,8779,,,310.5,226,268.25,1788,-8.75,1207876,0.947205144,3356.895031,0.079910154,0.105812641,0.00726813,,,,,,,,,,,,24/10/2021,11,277,25,252,Terengganu,0.909747292,
10/25/2021,Terengganu,298,375,3463,7787,,,297,213.3333333,255.1666667,1752,-42.83333333,1207578,0.946971455,3279.36215,0.077809847,0.0323419,0.006448445,,,,,,,,,,,,25/10/2021,11,298,21,277,Terengganu,0.929530201,
10/26/2021,Terengganu,292,112,3639,8050,,,287.1666667,206.3333333,246.75,1740,-45.25,1207286,0.946742472,3445.195855,0.071621472,0.136850783,0.006667848,,,,,,,,,,,,26/10/2021,11,292,16,276,Terengganu,0.945205479,
10/27/2021,Terengganu,290,498,3428,7673,,,285,201,243,1758,-47,1206996,0.946515056,3244.653614,0.074892432,0.072345391,0.006357105,,,,,,,,,,,,27/10/2021,11,290,14,276,Terengganu,0.951724138,
10/28/2021,Terengganu,293,248,3473,4972,,,274.1666667,194.5,234.3333333,1506,-58.66666667,1206703,0.946285289,3286.448807,0.071302901,0.135905557,0.004120318,,,,,,,,,,,,28/10/2021,11,293,22,271,Terengganu,0.924914676,
10/29/2021,Terengganu,251,472,3243,2073,,,259,183.1666667,221.0833333,1596,-29.91666667,1206452,0.946088457,3068.164865,0.072057188,0.056120876,0.001718261,,,,,,,,,,,,29/10/2021,11,251,37,214,Terengganu,0.852589641,
10/30/2021,Terengganu,266,182,3327,3259,,,249.1666667,178,213.5833333,1662,-52.41666667,1206186,0.945879862,3146.942301,0.067870114,0.14667869,0.002701905,,,,,,,,,,,,30/10/2021,11,266,25,241,Terengganu,0.906015038,
10/31/2021,Terengganu,277,488,3114,3288,,,254,178.1666667,216.0833333,1614,-60.91666667,1205909,0.945662641,2944.793465,0.073378095,0.096339114,0.002726574,,,,,,,,,,,,31/10/2021,11,277,14,263,Terengganu,0.949458484,
11/1/2021,Terengganu,269,300,3080,3700,,,264.6666667,180.1666667,222.4166667,1302,-46.58333333,1205640,0.945451694,2911.991217,0.07637958,0.067857143,0.003068909,,,,,,,,,,,,01/11/2021,11,269,17,252,Terengganu,0.936802974,
11/2/2021,Terengganu,217,209,3084,2101,,,262.8333333,186,224.4166667,1254,7.416666667,1205423,0.945281524,2915.248221,0.076980295,0.125162127,0.001742957,,,,,,,,,,,,02/11/2021,11,217,10,207,Terengganu,0.953917051,
11/3/2021,Terengganu,209,386,2905,2034,,,263.6666667,189.6666667,226.6666667,1404,17.66666667,1205214,0.945117629,2745.566711,0.082557334,0.097418244,0.001687667,,,,,,,,,,,,03/11/2021,11,209,22,187,Terengganu,0.894736842,
11/4/2021,Terengganu,234,283,2850,371,,,271.3333333,199.1666667,235.25,1428,1.25,1204980,0.944934128,2693.062265,0.087354089,0.137192982,0.000307889,,,,,,,,,,,,04/11/2021,11,234,16,218,Terengganu,0.931623932,
11/5/2021,Terengganu,238,391,2693,74,,,273.6666667,205.3333333,239.5,1206,1.5,1204742,0.944747491,2544.204992,0.094135496,0.07463795,6.14239E-05,,,,,,,,,,,,05/11/2021,11,238,15,223,Terengganu,0.93697479,
11/6/2021,Terengganu,201,201,2692,640,,,285.6666667,197.6666667,241.6666667,1116,40.66666667,1204541,0.944589868,2542.835925,0.095038246,0.148959881,0.000531323,,,,,,,,,,,,06/11/2021,11,201,12,189,Terengganu,0.940298507,
11/7/2021,Terengganu,186,401,2472,2455,,,288.1666667,199.1666667,243.6666667,1260,57.66666667,1204355,0.944444009,2334.66559,0.10436898,0.117718447,0.002038436,,,,,,,,,,,,07/11/2021,11,186,3,183,Terengganu,0.983870968,
11/8/2021,Terengganu,210,291,2385,1198,,,292.5,205.5,249,1476,39,1204145,0.944279329,2252.106199,0.11056317,0.101467505,0.000994897,,,,,,,,,,,,08/11/2021,11,210,13,197,Terengganu,0.938095238,
11/9/2021,Terengganu,246,242,2384,860,,,304.8333333,214.8333333,259.8333333,1638,13.83333333,1203899,0.944086418,2250.70202,0.115445461,0.095218121,0.000714346,,,,,,,,,,,,09/11/2021,11,246,15,231,Terengganu,0.93902439,
11/10/2021,Terengganu,273,227,2429,929,,,307.3333333,223.1666667,265.25,1338,-7.75,1203626,0.943872334,2292.665899,0.115695008,0.103746398,0.000771834,,,,,,,,,,,,10/11/2021,11,273,8,265,Terengganu,0.970695971,
11/11/2021,Terengganu,223,252,2397,1324,,,303.6666667,232.8333333,268.25,1458,45.25,1203403,0.943697459,2262.04281,0.118587499,0.100125156,0.001100213,,,,,,,,,,,,11/11/2021,11,223,12,211,Terengganu,0.946188341,
11/12/2021,Terengganu,243,240,2394,47,,,305,223.3333333,264.1666667,1482,21.16666667,1203160,0.943506901,2258.755521,0.116952306,0.060150376,3.90638E-05,,,,,,,,,,,,12/11/2021,11,243,7,236,Terengganu,0.971193416,
11/13/2021,Terengganu,247,144,2492,67,,,291.6666667,214.5,253.0833333,1200,6.083333333,1202913,0.943313206,2350.736509,0.107661294,0.107945425,5.56981E-05,,,,,,,,,,,,13/11/2021,11,247,11,236,Terengganu,0.955465587,
11/14/2021,Terengganu,200,269,2415,728,,,282.6666667,198.3333333,240.5,1692,40.5,1202713,0.943156368,2277.722628,0.105587922,0.116356108,0.000605298,,,,,,,,,,,,14/11/2021,11,200,10,190,Terengganu,0.95,
11/15/2021,Terengganu,282,281,2410,680,,,271.3333333,183.3333333,227.3333333,1566,-54.66666667,1202431,0.942935226,2272.473894,0.10003782,0.053112033,0.000565521,,,,,,,,,,,,15/11/2021,11,282,8,274,Terengganu,0.971631206,
11/16/2021,Terengganu,261,128,2538,617,,,260.6666667,178.8333333,219.75,1794,-41.25,1202170,0.942730552,2392.650141,0.091843766,0.055161545,0.000513239,,,,,,,,,,,,16/11/2021,11,261,26,235,Terengganu,0.900383142,
11/17/2021,Terengganu,299,140,2690,640,,,249.1666667,180.1666667,214.6666667,1782,-84.33333333,1201871,0.942496079,2535.314453,0.084670628,0.12267658,0.000532503,,,,,,,,,,,,17/11/2021,11,299,25,274,Terengganu,0.91638796,
11/18/2021,Terengganu,297,330,2652,752,,,240.1666667,177,208.5833333,1548,-88.41666667,1201574,0.942263174,2498.881939,0.083470663,0.042609351,0.000625846,,,,,,,,,,,,18/11/2021,11,297,16,281,Terengganu,0.946127946,
11/19/2021,Terengganu,258,113,2792,28,,,234.1666667,171.8333333,203,1350,-55,1201316,0.942060853,2630.233902,0.077179448,0.065902579,2.33078E-05,,,,,,,,,,,,19/11/2021,11,258,10,248,Terengganu,0.96124031,
11/20/2021,Terengganu,225,184,2832,165,,,236.1666667,166,201.0833333,1248,-23.91666667,1201091,0.94188441,2667.41665,0.075385048,0.146186441,0.000137375,,,,,,,,,,,,20/11/2021,11,225,11,214,Terengganu,0.951111111,
11/21/2021,Terengganu,208,414,2618,598,,,235,163.1666667,199.0833333,1212,-8.916666667,1200883,0.941721299,2465.42636,0.080750063,0.063407181,0.000497967,,,,,,,,,,,,21/11/2021,11,208,10,198,Terengganu,0.951923077,
11/22/2021,Terengganu,202,166,2646,638,,,235.6666667,157.6666667,196.6666667,1242,-5.333333333,1200681,0.941562892,2491.375412,0.078938993,0.119803477,0.000531365,,,,,,,,,,,,22/11/2021,11,202,9,193,Terengganu,0.955445545,
11/23/2021,Terengganu,207,317,2531,440,,,228.6666667,165.3333333,197,1386,-10,1200474,0.941400565,2382.684829,0.08267984,0.051363098,0.000366522,,,,,,,,,,,,23/11/2021,11,207,9,198,Terengganu,0.956521739,
11/24/2021,Terengganu,231,130,2626,416,,,235.3333333,168.6666667,202,1398,-29,1200243,0.941219417,2471.642188,0.08172704,0.093678599,0.000346596,,,,,,,,,,,,24/11/2021,11,231,6,225,Terengganu,0.974025974,
11/25/2021,Terengganu,233,246,2609,196,,,234.8333333,178.1666667,206.5,1134,-26.5,1200010,0.9410367,2455.164751,0.084108409,0.107320813,0.000163332,,,,,,,,,,,,25/11/2021,11,233,13,220,Terengganu,0.944206009,
11/26/2021,Terengganu,189,280,2511,32,,,244.1666667,170.5,207.3333333,1026,18.33333333,1199821,0.940888488,2362.570994,0.087757504,0.09398646,2.66706E-05,,,,,,,,,,,,26/11/2021,11,189,5,184,Terengganu,0.973544974,
11/27/2021,Terengganu,171,236,2443,39,,,242,175.1666667,208.5833333,1032,37.58333333,1199650,0.940754391,2298.262978,0.090756948,0.161277118,3.25095E-05,,,,,,,,,,,,27/11/2021,11,171,8,163,Terengganu,0.953216374,
11/28/2021,Terengganu,172,394,2218,446,,,245.1666667,169.5,207.3333333,1284,35.33333333,1199478,0.940619511,2086.294075,0.099378767,0.128944995,0.000371828,,,,,,,,,,,,28/11/2021,11,172,15,157,Terengganu,0.912790698,
11/29/2021,Terengganu,214,286,2142,338,,,241.1666667,174.1666667,207.6666667,1200,-6.333333333,1199264,0.940451694,2014.447528,0.103088645,0.098039216,0.00028184,,,,,,,,,,,,29/11/2021,11,214,11,203,Terengganu,0.948598131,
11/30/2021,Terengganu,200,210,2130,344,,,243,171.1666667,207.0833333,1410,7.083333333,1199064,0.940294856,2002.828043,0.103395463,0.087793427,0.00028689,,,,,,,,,,,,30/11/2021,11,200,22,178,Terengganu,0.89,
12/1/2021,Terengganu,235,187,2172,365,,,248.5,176.8333333,212.6666667,1146,-22.33333333,1198829,0.940110571,2041.92016,0.104150334,0.098526703,0.000304464,,,,,,,,,,,,01/12/2021,11,235,20,215,Terengganu,0.914893617,
12/2/2021,Terengganu,191,214,2147,554,,,250.5,182.5,216.5,1374,25.5,1198638,0.93996079,2018.095817,0.107279346,0.099208197,0.000462191,,,,,,,,,,,,02/12/2021,11,191,17,174,Terengganu,0.910994764,
12/3/2021,Terengganu,229,213,2157,26,,,236.5,179,207.75,1008,-21.25,1198409,0.939781211,2027.108072,0.102485902,0.076958739,2.16954E-05,,,,,,,,,,,,03/12/2021,11,229,19,210,Terengganu,0.917030568,
12/4/2021,Terengganu,168,166,2151,43,,,235.1666667,166.5,200.8333333,1368,32.83333333,1198241,0.939649467,2021.186003,0.099364103,0.085076709,3.58859E-05,,,,,,,,,,,,04/12/2021,11,168,17,151,Terengganu,0.898809524,
12/5/2021,Terengganu,228,183,2192,234,,,229.1666667,163.5,196.3333333,1206,-31.66666667,1198013,0.939470671,2059.319711,0.095338928,0.093978102,0.000195323,,,,,,,,,,,,05/12/2021,11,228,29,199,Terengganu,0.872807018,
12/6/2021,Terengganu,201,206,2185,239,,,228.1666667,160.3333333,194.25,1314,-6.75,1197812,0.939313049,2052.399012,0.094645339,0.059038902,0.00019953,,,,,,,,,,,,06/12/2021,11,201,15,186,Terengganu,0.925373134,
12/7/2021,Terengganu,219,129,2270,299,,,230.1666667,150.8333333,190.5,1266,-28.5,1197593,0.939141311,2131.850776,0.089358975,0.077092511,0.000249667,,,,,,,,,,,,07/12/2021,11,219,23,196,Terengganu,0.894977169,
12/8/2021,Terengganu,211,175,2302,217,,,224.5,156.5,190.5,1212,-20.5,1197382,0.938975847,2161.5224,0.088132327,0.088184188,0.000181229,,,,,,,,,,,,08/12/2021,11,211,17,194,Terengganu,0.91943128,
12/9/2021,Terengganu,202,203,2298,352,,,221.6666667,170.5,196.0833333,1572,-5.916666667,1197180,0.93881744,2157.402478,0.09088862,0.057876414,0.000294024,,,,,,,,,,,,09/12/2021,11,202,16,186,Terengganu,0.920792079,
12/10/2021,Terengganu,262,133,2425,14,,,223.6666667,165.5,194.5833333,1080,-67.41666667,1196918,0.938611982,2276.134057,0.085488521,0.088659794,1.16967E-05,,,,,,,,,,,,10/12/2021,11,262,49,213,Terengganu,0.812977099,
12/11/2021,Terengganu,180,215,2386,68,,,230.1666667,161,195.5833333,864,15.58333333,1196738,0.938470828,2239.191396,0.087345518,0.126152557,5.68211E-05,,,,,,,,,,,,11/12/2021,11,180,9,171,Terengganu,0.95,
12/12/2021,Terengganu,144,301,2222,215,,,233.3333333,165.5,199.4166667,1158,55.41666667,1196594,0.938357905,2085.031264,0.095642051,0.090009001,0.000179677,,,,,,,,,,,,12/12/2021,11,144,13,131,Terengganu,0.909722222,
12/13/2021,Terengganu,193,200,2210,270,,,234.1666667,163.5,198.8333333,1098,5.833333333,1196401,0.938206556,2073.436488,0.09589555,0.100904977,0.000225677,,,,,,,,,,,,13/12/2021,11,193,15,178,Terengganu,0.922279793,
12/14/2021,Terengganu,183,223,2166,134,,,234,160.5,197.25,1230,14.25,1196218,0.938063049,2031.844564,0.097079276,0.084949215,0.00011202,,,,,,,,,,,,14/12/2021,11,183,16,167,Terengganu,0.912568306,
12/15/2021,Terengganu,205,184,2184,219,,,241,168.8333333,204.9166667,1284,-0.083333333,1196013,0.93790229,2048.378601,0.100038473,0.080586081,0.000183108,,,,,,,,,,,,15/12/2021,11,205,60,145,Terengganu,0.707317073,
12/16/2021,Terengganu,214,176,2222,219,,,244.3333333,187.8333333,216.0833333,1368,2.083333333,1195799,0.937734473,2083.645999,0.103704436,0.125112511,0.000183141,,,,,,,,,,,,16/12/2021,11,214,12,202,Terengganu,0.943925234,
12/17/2021,Terengganu,228,278,2168,27,,,245.6666667,179.6666667,212.6666667,978,-15.33333333,1195571,0.937555678,2032.620709,0.104626833,0.055811808,2.25834E-05,,,,,,,,,,,,17/12/2021,11,228,13,215,Terengganu,0.942982456,
12/18/2021,Terengganu,163,121,2207,17,,,235.6666667,173.3333333,204.5,936,41.5,1195408,0.937427854,2068.903275,0.09884464,0.126415949,1.42211E-05,,,,,,,,,,,,18/12/2021,11,163,24,139,Terengganu,0.852760736,
12/19/2021,Terengganu,156,279,2081,165,,,233.6666667,167,200.3333333,1392,44.33333333,1195252,0.937305521,1950.532789,0.102706981,0.061028352,0.000138046,,,,,,,,,,,,19/12/2021,11,156,13,143,Terengganu,0.916666667,
12/20/2021,Terengganu,232,127,2181,135,,,230.8333333,163.1666667,197,1212,-35,1195020,0.937123588,2043.866546,0.096385941,0.080238423,0.000112969,,,,,,,,,,,,20/12/2021,11,232,31,201,Terengganu,0.86637931,
12/21/2021,Terengganu,202,175,2205,113,,,235.8333333,150.3333333,193.0833333,1260,-8.916666667,1194818,0.936965182,2066.008226,0.093457195,0.108390023,9.45751E-05,,,,,,,,,,,,21/12/2021,11,202,15,187,Terengganu,0.925742574,
12/22/2021,Terengganu,210,239,2172,182,,,213.3333333,160.3333333,186.8333333,1278,-23.16666667,1194608,0.936800502,2034.73069,0.091822143,0.086556169,0.000152351,,,,,,,,,,,,22/12/2021,11,210,26,184,Terengganu,0.876190476,
12/23/2021,Terengganu,213,188,2195,254,,,259,155.5,207.25,1620,-5.75,1194395,0.936633469,2055.910465,0.100806919,0.036446469,0.00021266,,,,,,,,,,,,23/12/2021,11,213,23,190,Terengganu,0.892018779,
12/24/2021,Terengganu,270,80,2381,16,,,257.6666667,203,230.3333333,1098,-39.66666667,1194125,0.936421738,2229.620158,0.103306087,0.046619068,1.33989E-05,,,,,,,,,,,,24/12/2021,11,270,40,230,Terengganu,0.851851852,
12/25/2021,Terengganu,183,111,2451,31,,,247.6666667,197.3333333,222.5,984,39.5,1193942,0.936278231,2294.817944,0.096957582,0.033863729,2.59644E-05,,,,,,,,,,,,25/12/2021,11,183,16,167,Terengganu,0.912568306,
12/26/2021,Terengganu,164,83,2529,29,,,241,183.8333333,212.4166667,1032,48.41666667,1193778,0.936149624,2367.522398,0.08972108,0.07394227,2.42926E-05,,,,,,,,,,,,26/12/2021,11,164,10,154,Terengganu,0.93902439,
12/27/2021,Terengganu,172,187,2513,252,,,261,168.3333333,214.6666667,1140,42.66666667,1193606,0.936014743,2352.205049,0.091261885,0.063270991,0.000211125,,,,,,,,,,,,27/12/2021,11,172,10,162,Terengganu,0.941860465,
12/28/2021,Terengganu,190,159,2542,174,,,264.6666667,198,231.3333333,1158,41.33333333,1193416,0.935865747,2378.970728,0.097240933,0.076711251,0.0001458,,,,,,,,,,,,28/12/2021,11,190,33,157,Terengganu,0.826315789,
12/29/2021,Terengganu,193,195,2536,258,,,294.8333333,166,230.4166667,1458,37.41666667,1193223,0.935714398,2372.971713,0.097100469,0.063091483,0.000216221,,,,,,,,,,,,29/12/2021,11,193,22,171,Terengganu,0.886010363,
12/30/2021,Terengganu,243,160,2615,186,,,265.6666667,192.6666667,229.1666667,810,-13.83333333,1192980,0.935523839,2446.39484,0.093675258,0.110898662,0.000155912,,,,,,,,,,,,30/12/2021,11,243,31,212,Terengganu,0.872427984,
12/31/2021,Terengganu,135,290,2457,22,,,272.6666667,221,246.8333333,2742,111.8333333,1192845,0.935417974,2298.321961,0.107397196,0.364265364,1.84433E-05,,,,,,,,,,,,31/12/2021,11,135,20,115,Terengganu,0.851851852,
1/1/2021,W.P. Kuala Lumpur,457,895,4770,0,,,292.5,229,260.75,936,-196.25,1746143,0.999738349,4768.751924,0.054678877,0.175262055,0,,,,,,,,,,,,01/01/2021,14,457,383,74,W.P. Kuala Lumpur,0.161925602,
1/2/2021,W.P. Kuala Lumpur,156,836,4090,0,,,301.5,215.3333333,258.4166667,672,102.4166667,1745987,0.999649032,4088.564543,0.063204742,0.225183374,0,,,,,,,,,,,,02/01/2021,14,156,96,60,W.P. Kuala Lumpur,0.384615385,
1/3/2021,W.P. Kuala Lumpur,112,921,3281,0,,,303.6666667,205.1666667,254.4166667,900,142.4166667,1745875,0.999584908,3279.638083,0.077574617,0.036574215,0,,,,,,,,,,,,03/01/2021,14,112,72,40,W.P. Kuala Lumpur,0.357142857,
1/4/2021,W.P. Kuala Lumpur,150,120,3311,0,,,307.6666667,206.8333333,257.25,1878,107.25,1745725,0.999499027,3309.341277,0.077734503,0.0576865,0,,,,,,,,,,,,04/01/2021,14,150,105,45,W.P. Kuala Lumpur,0.3,
1/5/2021,W.P. Kuala Lumpur,313,191,3432,0,,,297.8333333,208,252.9166667,1590,-60.08333333,1745412,0.999319821,3429.665627,0.073743826,0.02972028,0,,,,,,,,,,,,05/01/2021,14,313,252,61,W.P. Kuala Lumpur,0.194888179,
1/6/2021,W.P. Kuala Lumpur,265,102,3594,0,,,317.6666667,217.8333333,267.75,1896,2.75,1745147,0.999168098,3591.010144,0.074561193,0.169727323,0,,,,,,,,,,,,06/01/2021,14,265,201,64,W.P. Kuala Lumpur,0.241509434,
1/7/2021,W.P. Kuala Lumpur,316,610,3300,0,,,342.5,246.1666667,294.3333333,1692,-21.66666667,1744831,0.998987175,3296.657678,0.089282347,0.16,0,,,,,,,,,,,,07/01/2021,14,316,248,68,W.P. Kuala Lumpur,0.215189873,
1/8/2021,W.P. Kuala Lumpur,282,528,3054,0,,,359.6666667,270,314.8333333,1188,32.83333333,1744549,0.998825719,3050.413744,0.103210043,0.017354289,0,,,,,,,,,,,,08/01/2021,14,282,173,109,W.P. Kuala Lumpur,0.386524823,
1/9/2021,W.P. Kuala Lumpur,198,53,3199,0,,,367.3333333,271.3333333,319.3333333,1386,121.3333333,1744351,0.998712355,3194.880825,0.099951563,0.036886527,0,,,,,,,,,,,,09/01/2021,14,198,121,77,W.P. Kuala Lumpur,0.388888889,
1/10/2021,W.P. Kuala Lumpur,231,118,3311,0,,,399.8333333,264.8333333,332.3333333,1224,101.3333333,1744120,0.998580098,3306.298706,0.100515217,0.010268801,0,,,,,,,,,,,,10/01/2021,14,231,142,89,W.P. Kuala Lumpur,0.385281385,
1/11/2021,W.P. Kuala Lumpur,204,34,3481,0,,,437.1666667,308.8333333,373,1956,169,1743916,0.9984633,3475.650748,0.107318033,0.038207412,0,,,,,,,,,,,,11/01/2021,14,204,124,80,W.P. Kuala Lumpur,0.392156863,
1/12/2021,W.P. Kuala Lumpur,326,133,3671,0,,,490.3333333,327.5,408.9166667,1734,82.91666667,1743590,0.998276652,3664.673589,0.11158338,0.015527104,0,,,,,,,,,,,,12/01/2021,14,326,219,107,W.P. Kuala Lumpur,0.328220859,
1/13/2021,W.P. Kuala Lumpur,289,57,3900,0,,,496,365.6666667,430.8333333,1542,141.8333333,1743301,0.998111187,3892.633631,0.110679138,0.093846154,0,,,,,,,,,,,,13/01/2021,14,289,192,97,W.P. Kuala Lumpur,0.335640138,
1/14/2021,W.P. Kuala Lumpur,257,366,3790,0,,,529.5,382.5,456,2406,199,1743044,0.997964044,3782.283728,0.120562082,0.072559367,0,,,,,,,,,,,,14/01/2021,14,257,146,111,W.P. Kuala Lumpur,0.431906615,
1/15/2021,W.P. Kuala Lumpur,401,275,3915,0,,,538.8333333,432.1666667,485.5,2082,84.5,1742643,0.997734456,3906.130393,0.124291806,0.05798212,0,,,,,,,,,,,,15/01/2021,14,401,280,121,W.P. Kuala Lumpur,0.301745636,
1/16/2021,W.P. Kuala Lumpur,347,227,4035,0,,,548,410.3333333,479.1666667,2004,132.1666667,1742296,0.997535784,4025.056888,0.119045937,0.071375465,0,,,,,,,,,,,,16/01/2021,14,347,227,120,W.P. Kuala Lumpur,0.345821326,
1/17/2021,W.P. Kuala Lumpur,334,288,4081,0,,,562.8333333,375.6666667,469.25,1500,135.25,1741962,0.997344555,4070.16313,0.115290219,0.071306052,0,,,,,,,,,,,,17/01/2021,14,334,225,109,W.P. Kuala Lumpur,0.326347305,
1/18/2021,W.P. Kuala Lumpur,250,291,4038,0,,,593.6666667,381.3333333,487.5,3126,237.5,1741712,0.99720142,4026.699334,0.121066899,0.09534423,0,,,,,,,,,,,,18/01/2021,14,250,117,133,W.P. Kuala Lumpur,0.532,
1/19/2021,W.P. Kuala Lumpur,521,385,4172,0,,,610.6666667,425.1666667,517.9166667,3078,-3.083333333,1741191,0.996903126,4159.079842,0.124526743,0.048418025,0,,,,,,,,,,,,19/01/2021,14,521,338,183,W.P. Kuala Lumpur,0.351247601,
1/20/2021,W.P. Kuala Lumpur,513,202,4478,0,,,652.6666667,446.8333333,549.75,3456,36.75,1740678,0.996609413,4462.81695,0.123184528,0.031487271,0,,,,,,,,,,,,20/01/2021,14,513,305,208,W.P. Kuala Lumpur,0.40545809,
1/21/2021,W.P. Kuala Lumpur,576,141,4911,0,,,641.3333333,496.3333333,568.8333333,2610,-7.166666667,1740102,0.996279629,4892.729258,0.116260946,0.041743026,0,,,,,,,,,,,,21/01/2021,14,576,340,236,W.P. Kuala Lumpur,0.409722222,
1/22/2021,W.P. Kuala Lumpur,435,205,5139,0,,,706.8333333,525.5,616.1666667,3288,181.1666667,1739667,0.996030574,5118.601118,0.120377942,0.071414672,0,,,,,,,,,,,,22/01/2021,14,435,238,197,W.P. Kuala Lumpur,0.452873563,
1/23/2021,W.P. Kuala Lumpur,548,367,5318,0,,,773,554.3333333,663.6666667,2340,115.6666667,1739119,0.995716821,5295.222055,0.125333113,0.020120346,0,,,,,,,,,,,,23/01/2021,14,548,315,233,W.P. Kuala Lumpur,0.425182482,
1/24/2021,W.P. Kuala Lumpur,390,107,5599,0,,,774.5,555,664.75,1830,274.75,1738729,0.99549353,5573.768276,0.119264018,0.04679407,0,,,,,,,,,,,,24/01/2021,14,390,239,151,W.P. Kuala Lumpur,0.387179487,
1/25/2021,W.P. Kuala Lumpur,305,262,5637,0,,,766.6666667,545.1666667,655.9166667,3660,350.9166667,1738424,0.995318905,5610.612669,0.116906425,0.114067767,0,,,,,,,,,,,,25/01/2021,14,305,136,169,W.P. Kuala Lumpur,0.554098361,
1/26/2021,W.P. Kuala Lumpur,610,643,5599,0,,,733.8333333,539.1666667,636.5,4188,26.5,1737814,0.994969655,5570.8351,0.11425576,0.037328094,0,,,,,,,,,,,,26/01/2021,14,610,306,304,W.P. Kuala Lumpur,0.498360656,
1/27/2021,W.P. Kuala Lumpur,698,209,6084,0,,,685.1666667,539.3333333,612.25,4068,-85.75,1737116,0.994570022,6050.964012,0.101182225,0.114891519,0,,,,,,,,,,,,27/01/2021,14,698,392,306,W.P. Kuala Lumpur,0.438395415,
1/28/2021,W.P. Kuala Lumpur,678,699,6062,0,,,672.1666667,474.6666667,573.4166667,4122,-104.5833333,1736438,0.994181839,6026.730308,0.095145566,0.053447707,0,,,,,,,,,,,,28/01/2021,14,678,258,420,W.P. Kuala Lumpur,0.619469027,
1/29/2021,W.P. Kuala Lumpur,687,324,6423,0,,,603.6666667,424.6666667,514.1666667,2880,-172.8333333,1735751,0.993788503,6383.103557,0.080551202,0.05106648,0,,,,,,,,,,,,29/01/2021,14,687,424,263,W.P. Kuala Lumpur,0.382823872,
