date,state,cases_new,cases_recovered,cases_active,daily_full,FIXED,FIXED2,New_Infections,E= NewCt+1 / delta,dE = NewInf-NewC,S,S/N,S/N * I,beta=New_inf * N/IS,gamma=Rt+1/I_t,v_t = V/S,,,,,,,,,,,,date,line_state_number,line_Cases_new,Line_cases_new_Asymptomatic,line_cases_new_symptomatic,line_state,,
18/08/2021,W.P. Kuala Lumpur,1587,2419,26648,61879,,,1379.4,7195,-207.6,1600878,0.91656819,24424.70912,0.056475596,0.079293005,0.038653164,,,,,,,,,,,,18/08/2021,14,1587,491,1096,W.P. Kuala Lumpur,,
19/08/2021,W.P. Kuala Lumpur,1439,2113,25956,58123,,,1240.2,8260,-198.8,1599439,0.915744303,23769.05913,0.052177076,0.096586531,0.036339617,,,,,,,,,,,,19/08/2021,14,1439,518,921,W.P. Kuala Lumpur,,
20/08/2021,W.P. Kuala Lumpur,1652,2507,25086,62097,,,1209.2,6100,-442.8,1597787,0.914798466,22948.63431,0.052691589,0.095631029,0.038864379,,,,,,,,,,,,20/08/2021,14,1652,670,982,W.P. Kuala Lumpur,,
21/08/2021,W.P. Kuala Lumpur,1220,2399,23886,57489,,,1104.4,4995,-115.6,1596567,0.914099966,21834.19178,0.050581217,0.078288537,0.036007884,,,,,,,,,,,,21/08/2021,14,1220,401,819,W.P. Kuala Lumpur,,
22/08/2021,W.P. Kuala Lumpur,999,1870,22995,50436,,,1036.6,4455,37.6,1595568,0.913527997,21006.5763,0.049346452,0.069015003,0.03161006,,,,,,,,,,,,22/08/2021,14,999,405,594,W.P. Kuala Lumpur,,
23/08/2021,W.P. Kuala Lumpur,891,1587,22280,21598,,,1050.4,6420,159.4,1594677,0.913017863,20342.03799,0.051636911,0.105251346,0.013543809,,,,,,,,,,,,23/08/2021,14,891,327,564,W.P. Kuala Lumpur,,
24/08/2021,W.P. Kuala Lumpur,1284,2345,21211,20253,,,1094.4,5640,-189.6,1593393,0.912282721,19350.42879,0.056556886,0.095799349,0.012710612,,,,,,,,,,,,24/08/2021,14,1284,356,928,W.P. Kuala Lumpur,,
25/08/2021,W.P. Kuala Lumpur,1128,2032,20296,22434,,,973.6,4405,-154.4,1592265,0.911636895,18502.58241,0.052619682,0.11568782,0.014089363,,,,,,,,,,,,25/08/2021,14,1128,368,760,W.P. Kuala Lumpur,,
26/08/2021,W.P. Kuala Lumpur,881,2348,18822,22723,,,882.4,5340,1.4,1591384,0.911132486,17149.33565,0.051453888,0.108649453,0.014278766,,,,,,,,,,,,26/08/2021,14,881,197,684,W.P. Kuala Lumpur,,
27/08/2021,W.P. Kuala Lumpur,1068,2045,17832,20855,,,906.8,5555,-161.2,1590316,0.910521012,16236.41069,0.055849782,0.107671602,0.013113746,,,,,,,,,,,,27/08/2021,14,1068,360,708,W.P. Kuala Lumpur,,
28/08/2021,W.P. Kuala Lumpur,1111,1920,17014,17550,,,807.8,3400,-303.2,1589205,0.909884919,15480.78202,0.052180826,0.082402727,0.011043257,,,,,,,,,,,,28/08/2021,14,1111,454,657,W.P. Kuala Lumpur,,
29/08/2021,W.P. Kuala Lumpur,680,1402,16276,16080,,,731.8,3360,51.8,1588525,0.909495591,14802.95025,0.049436091,0.085586139,0.010122598,,,,,,,,,,,,29/08/2021,14,680,176,504,W.P. Kuala Lumpur,,
30/08/2021,W.P. Kuala Lumpur,672,1393,15549,24543,,,743.8,5015,71.8,1587853,0.909110844,14135.76451,0.052618307,0.107916908,0.01545672,,,,,,,,,,,,30/08/2021,14,672,181,491,W.P. Kuala Lumpur,,
31/08/2021,W.P. Kuala Lumpur,1003,1678,14862,21748,,,751.6,2865,-251.4,1586850,0.908536585,13502.67073,0.055663062,0.103014399,0.013705139,,,,,,,,,,,,31/08/2021,14,1003,417,586,W.P. Kuala Lumpur,,
01/09/2021,W.P. Kuala Lumpur,573,1531,13887,24004,,,670.4,3655,97.4,1586277,0.908208519,12612.29171,0.053154495,0.10102974,0.015132288,,,,,,,,,,,,01/09/2021,14,573,190,383,W.P. Kuala Lumpur,,
02/09/2021,W.P. Kuala Lumpur,731,1403,13205,20894,,,635.4,3700,-95.6,1585546,0.907789992,11987.36684,0.053005803,0.120636123,0.013177795,,,,,,,,,,,,02/09/2021,14,731,219,512,W.P. Kuala Lumpur,,
03/09/2021,W.P. Kuala Lumpur,740,1593,12345,22346,,,615.4,3555,-124.6,1584806,0.907366312,11201.43712,0.054939379,0.09509923,0.014100149,,,,,,,,,,,,03/09/2021,14,740,258,482,W.P. Kuala Lumpur,,
04/09/2021,W.P. Kuala Lumpur,711,1174,11873,22204,,,574.8,2985,-136.2,1584095,0.906959235,10768.327,0.053378765,0.080771498,0.014016836,,,,,,,,,,,,04/09/2021,14,711,241,470,W.P. Kuala Lumpur,,
05/09/2021,W.P. Kuala Lumpur,597,959,11500,20168,,,535.2,1990,-61.8,1583498,0.906617428,10426.10042,0.051332711,0.082434783,0.01273636,,,,,,,,,,,,05/09/2021,14,597,168,429,W.P. Kuala Lumpur,,
06/09/2021,W.P. Kuala Lumpur,398,948,10941,21810,,,509.2,3155,111.2,1583100,0.906389557,9916.808142,0.051347167,0.114431953,0.013776767,,,,,,,,,,,,06/09/2021,14,398,91,307,W.P. Kuala Lumpur,,
07/09/2021,W.P. Kuala Lumpur,631,1252,10313,22643,,,540.6,2685,-90.4,1582469,0.906028284,9343.869688,0.057856115,0.10481916,0.014308653,,,,,,,,,,,,07/09/2021,14,631,190,441,W.P. Kuala Lumpur,,
08/09/2021,W.P. Kuala Lumpur,537,1081,9759,21883,,,489.6,2565,-47.4,1581932,0.905720829,8838.929571,0.055391323,0.086484271,0.013833085,,,,,,,,,,,,08/09/2021,14,537,150,387,W.P. Kuala Lumpur,,
09/09/2021,W.P. Kuala Lumpur,513,844,9418,25747,,,461.8,2335,-51.2,1581419,0.905427116,8527.312574,0.054155397,0.109895944,0.016280948,,,,,,,,,,,,09/09/2021,14,513,123,390,W.P. Kuala Lumpur,,
10/09/2021,W.P. Kuala Lumpur,467,1035,8841,27625,,,441.4,2775,-25.6,1580952,0.905159739,8002.517252,0.055157644,0.120800814,0.017473649,,,,,,,,,,,,10/09/2021,14,467,131,336,W.P. Kuala Lumpur,,
11/09/2021,W.P. Kuala Lumpur,555,1068,8316,28502,,,420.6,1880,-134.4,1580397,0.904841979,7524.665895,0.055896169,0.081168831,0.018034709,,,,,,,,,,,,11/09/2021,14,555,148,407,W.P. Kuala Lumpur,,
12/09/2021,W.P. Kuala Lumpur,376,675,8009,25323,,,408.2,1990,32.2,1580021,0.904626703,7245.155267,0.056341098,0.085029342,0.016027002,,,,,,,,,,,,12/09/2021,14,376,108,268,W.P. Kuala Lumpur,,
13/09/2021,W.P. Kuala Lumpur,398,681,7720,20254,,,406.2,2055,8.2,1579623,0.904398832,6981.958983,0.058178514,0.132901554,0.012822047,,,,,,,,,,,,13/09/2021,14,398,146,252,W.P. Kuala Lumpur,,
14/09/2021,W.P. Kuala Lumpur,411,1026,7100,20968,,,403,1815,-8,1579212,0.904163518,6419.560976,0.062776879,0.08,0.013277508,,,,,,,,,,,,14/09/2021,14,411,112,299,W.P. Kuala Lumpur,,
15/09/2021,W.P. Kuala Lumpur,363,568,6888,18949,,,397.4,2465,34.4,1578849,0.903955685,6226.446761,0.063824524,0.098577236,0.012001781,,,,,,,,,,,,15/09/2021,14,363,110,253,W.P. Kuala Lumpur,,
16/09/2021,W.P. Kuala Lumpur,493,679,6696,16594,,,386.2,1830,-106.8,1578356,0.903673423,6050.997238,0.06382419,0.105137395,0.010513471,,,,,,,,,,,,16/09/2021,14,493,162,331,W.P. Kuala Lumpur,,
17/09/2021,W.P. Kuala Lumpur,366,704,6351,18942,,,359.4,1910,-6.6,1577990,0.903463873,5737.899055,0.062636166,0.105022831,0.012003878,,,,,,,,,,,,17/09/2021,14,366,97,269,W.P. Kuala Lumpur,,
18/09/2021,W.P. Kuala Lumpur,382,667,6063,19868,,,353.8,1915,-28.2,1577608,0.903245162,5476.375417,0.064604775,0.094837539,0.01259375,,,,,,,,,,,,18/09/2021,14,382,134,248,W.P. Kuala Lumpur,,
19/09/2021,W.P. Kuala Lumpur,383,575,5864,18906,,,354,1535,-29,1577225,0.903025879,5295.343754,0.066851184,0.068894952,0.011986876,,,,,,,,,,,,19/09/2021,14,383,91,292,W.P. Kuala Lumpur,,
20/09/2021,W.P. Kuala Lumpur,307,404,5758,23763,,,331.6,1795,24.6,1576918,0.902850109,5198.610926,0.06378627,0.104897534,0.015069268,,,,,,,,,,,,20/09/2021,14,307,101,206,W.P. Kuala Lumpur,,
21/09/2021,W.P. Kuala Lumpur,359,604,5508,12260,,,332.2,1690,-26.8,1576559,0.902644567,4971.766273,0.0668173,0.089143065,0.00777643,,,,,,,,,,,,21/09/2021,14,359,94,265,W.P. Kuala Lumpur,,
22/09/2021,W.P. Kuala Lumpur,338,491,5352,19381,,,314.4,1915,-23.6,1576221,0.902451048,4829.918008,0.065094273,0.088565022,0.012295865,,,,,,,,,,,,22/09/2021,14,338,80,258,W.P. Kuala Lumpur,,
23/09/2021,W.P. Kuala Lumpur,383,474,5259,14420,,,282,1355,-101,1575838,0.902231765,4744.83685,0.059433023,0.08727895,0.009150687,,,,,,,,,,,,23/09/2021,14,383,89,294,W.P. Kuala Lumpur,,
24/09/2021,W.P. Kuala Lumpur,271,459,5068,14932,,,253.4,1550,-17.6,1575567,0.902076606,4571.724239,0.055427665,0.104380426,0.009477223,,,,,,,,,,,,24/09/2021,14,271,69,202,W.P. Kuala Lumpur,,
25/09/2021,W.P. Kuala Lumpur,310,529,4847,13500,,,256,1350,-54,1575257,0.901899118,4371.505026,0.058561067,0.076542191,0.00857003,,,,,,,,,,,,25/09/2021,14,310,51,259,W.P. Kuala Lumpur,,
26/09/2021,W.P. Kuala Lumpur,270,371,4744,14053,,,245.6,880,-24.4,1574987,0.901744532,4277.876061,0.057411668,0.083473862,0.008922613,,,,,,,,,,,,26/09/2021,14,270,82,188,W.P. Kuala Lumpur,,
27/09/2021,W.P. Kuala Lumpur,176,396,4521,12489,,,249.4,1200,73.4,1574811,0.901643765,4076.331462,0.061182463,0.092236231,0.007930475,,,,,,,,,,,,27/09/2021,14,176,58,118,W.P. Kuala Lumpur,,
28/09/2021,W.P. Kuala Lumpur,240,417,4344,16409,,,248.4,1420,8.4,1574571,0.901506355,3916.143607,0.063429747,0.075276243,0.010421251,,,,,,,,,,,,28/09/2021,14,240,49,191,W.P. Kuala Lumpur,,
29/09/2021,W.P. Kuala Lumpur,284,327,4298,12992,,,240.6,1290,-43.4,1574287,0.901343754,3873.975453,0.062106744,0.103303862,0.008252625,,,,,,,,,,,,29/09/2021,14,284,93,191,W.P. Kuala Lumpur,,
30/09/2021,W.P. Kuala Lumpur,258,444,4106,11725,,,214,1445,-44,1574029,0.901196038,3700.310932,0.057832978,0.086945933,0.007449037,,,,,,,,,,,,30/09/2021,14,258,83,175,W.P. Kuala Lumpur,,
01/10/2021,W.P. Kuala Lumpur,289,357,4036,10019,,,205.8,855,-83.2,1573740,0.901030574,3636.559395,0.056591953,0.079534192,0.006366363,,,,,,,,,,,,01/10/2021,14,289,70,219,W.P. Kuala Lumpur,,
02/10/2021,W.P. Kuala Lumpur,171,321,3879,8124,,,190.8,1005,19.8,1573569,0.900932669,3494.717824,0.054596683,0.102088167,0.005162786,,,,,,,,,,,,02/10/2021,14,171,57,114,W.P. Kuala Lumpur,,
03/10/2021,W.P. Kuala Lumpur,201,396,3681,7251,,,206.6,755,5.6,1573368,0.900817588,3315.909543,0.06230568,0.079869601,0.004608585,,,,,,,,,,,,03/10/2021,14,201,55,146,W.P. Kuala Lumpur,,
04/10/2021,W.P. Kuala Lumpur,151,294,3536,1979,,,229,1085,78,1573217,0.900731135,3184.985293,0.071899861,0.086255656,0.001257932,,,,,,,,,,,,04/10/2021,14,151,45,106,W.P. Kuala Lumpur,,
05/10/2021,W.P. Kuala Lumpur,217,305,3447,2478,,,256.4,1070,39.4,1573000,0.900606893,3104.391962,0.082592663,0.096025529,0.001575334,,,,,,,,,,,,05/10/2021,14,217,45,172,W.P. Kuala Lumpur,,
06/10/2021,W.P. Kuala Lumpur,214,331,3327,1949,,,243.2,1250,29.2,1572786,0.90048437,2995.911498,0.081177298,0.108806733,0.001239202,,,,,,,,,,,,06/10/2021,14,214,47,167,W.P. Kuala Lumpur,,
07/10/2021,W.P. Kuala Lumpur,250,362,3209,1281,,,244.4,1565,-5.6,1572536,0.900341234,2889.195021,0.084591036,0.078529137,0.000814608,,,,,,,,,,,,07/10/2021,14,250,62,188,W.P. Kuala Lumpur,,
08/10/2021,W.P. Kuala Lumpur,313,252,3270,1798,,,245,1440,-68,1572223,0.900162029,2943.529835,0.083233401,0.090825688,0.001143604,,,,,,,,,,,,08/10/2021,14,313,95,218,W.P. Kuala Lumpur,,
09/10/2021,W.P. Kuala Lumpur,288,297,3261,1308,,,244.2,755,-43.8,1571935,0.899997137,2934.890665,0.083205825,0.078810181,0.000832095,,,,,,,,,,,,09/10/2021,14,288,75,213,W.P. Kuala Lumpur,,
10/10/2021,W.P. Kuala Lumpur,151,257,3152,1036,,,247.4,1100,96.4,1571784,0.899910684,2836.518475,0.087219598,0.043781726,0.000659124,,,,,,,,,,,,10/10/2021,14,151,29,122,W.P. Kuala Lumpur,,
11/10/2021,W.P. Kuala Lumpur,220,138,3231,2066,,,270.2,1265,50.2,1571564,0.899784725,2907.204445,0.09294152,0.069947385,0.001314614,,,,,,,,,,,,11/10/2021,14,220,55,165,W.P. Kuala Lumpur,,
12/10/2021,W.P. Kuala Lumpur,253,226,3257,3793,,,278,1545,25,1571311,0.899639872,2930.127062,0.094876432,0.093030396,0.002413908,,,,,,,,,,,,12/10/2021,14,253,31,222,W.P. Kuala Lumpur,,
13/10/2021,W.P. Kuala Lumpur,309,303,3260,4512,,,263.8,1520,-45.2,1571002,0.899462957,2932.249239,0.089965067,0.076687117,0.002872052,,,,,,,,,,,,13/10/2021,14,309,52,257,W.P. Kuala Lumpur,,
14/10/2021,W.P. Kuala Lumpur,304,250,3311,8440,,,246.6,1325,-57.4,1570698,0.899288904,2977.545562,0.082819891,0.077620054,0.005373407,,,,,,,,,,,,14/10/2021,14,304,65,239,W.P. Kuala Lumpur,,
15/10/2021,W.P. Kuala Lumpur,265,257,3319,9226,,,237.6,1295,-27.4,1570433,0.899137181,2984.236303,0.07961836,0.04489304,0.005874813,,,,,,,,,,,,15/10/2021,14,265,71,194,W.P. Kuala Lumpur,,
16/10/2021,W.P. Kuala Lumpur,259,149,3426,7740,,,222.4,910,-36.6,1570174,0.898988893,3079.935946,0.072209294,0.069468768,0.00492939,,,,,,,,,,,,16/10/2021,14,259,2,257,W.P. Kuala Lumpur,,
17/10/2021,W.P. Kuala Lumpur,182,238,3369,6599,,,239.2,1115,57.2,1569992,0.89888469,3028.342521,0.078987102,0.048975957,0.004203206,,,,,,,,,,,,17/10/2021,14,182,53,129,W.P. Kuala Lumpur,,
18/10/2021,W.P. Kuala Lumpur,223,165,3427,10210,,,267.2,1295,44.2,1569769,0.898757014,3080.040286,0.086752112,0.06419609,0.006504142,,,,,,,,,,,,18/10/2021,14,223,46,177,W.P. Kuala Lumpur,,
19/10/2021,W.P. Kuala Lumpur,259,220,3466,8042,,,273,945,14,1569510,0.898608726,3114.577843,0.087652328,0.063762262,0.005123892,,,,,,,,,,,,19/10/2021,14,259,59,200,W.P. Kuala Lumpur,,
20/10/2021,W.P. Kuala Lumpur,189,221,3432,11056,,,253.6,1715,64.6,1569321,0.898500515,3083.653768,0.082240102,0.069638695,0.007045085,,,,,,,,,,,,20/10/2021,14,189,52,137,W.P. Kuala Lumpur,,
21/10/2021,W.P. Kuala Lumpur,343,239,3535,11100,,,251,1610,-92,1568978,0.898304134,3175.505113,0.079042543,0.091371994,0.007074669,,,,,,,,,,,,21/10/2021,14,343,74,269,W.P. Kuala Lumpur,,
22/10/2021,W.P. Kuala Lumpur,322,323,3532,8078,,,250.2,1260,-71.8,1568656,0.898119776,3172.159047,0.078873725,0.078142695,0.005149631,,,,,,,,,,,,22/10/2021,14,322,81,241,W.P. Kuala Lumpur,,
23/10/2021,W.P. Kuala Lumpur,252,276,3504,5345,,,240.4,810,-11.6,1568404,0.897975495,3146.506135,0.076402203,0.055650685,0.003407923,,,,,,,,,,,,23/10/2021,14,252,59,193,W.P. Kuala Lumpur,,
24/10/2021,W.P. Kuala Lumpur,162,195,3470,4799,,,242.4,880,80.4,1568242,0.897882744,3115.65312,0.077800702,0.058501441,0.003060114,,,,,,,,,,,,24/10/2021,14,162,64,98,W.P. Kuala Lumpur,,
25/10/2021,W.P. Kuala Lumpur,176,203,3441,7589,,,269.8,1695,93.8,1568066,0.897781976,3089.267781,0.087334611,0.066550421,0.00483972,,,,,,,,,,,,25/10/2021,14,176,49,127,W.P. Kuala Lumpur,,
26/10/2021,W.P. Kuala Lumpur,339,229,3548,8911,,,296.4,1365,-42.6,1567727,0.897587885,3184.641816,0.093071691,0.082581736,0.005684025,,,,,,,,,,,,26/10/2021,14,339,85,254,W.P. Kuala Lumpur,,
27/10/2021,W.P. Kuala Lumpur,273,293,3527,10614,,,271.6,1310,-1.4,1567454,0.897431581,3165.241187,0.085807047,0.083356961,0.006771491,,,,,,,,,,,,27/10/2021,14,273,51,222,W.P. Kuala Lumpur,,
28/10/2021,W.P. Kuala Lumpur,262,294,3494,10107,,,257.8,1495,-4.2,1567192,0.897281576,3135.101825,0.082230184,0.062392673,0.006449114,,,,,,,,,,,,28/10/2021,14,262,63,199,W.P. Kuala Lumpur,,
29/10/2021,W.P. Kuala Lumpur,299,218,3570,9452,,,257.2,1545,-41.8,1566893,0.897110386,3202.684078,0.08030764,0.079271709,0.00603232,,,,,,,,,,,,29/10/2021,14,299,52,247,W.P. Kuala Lumpur,,
30/10/2021,W.P. Kuala Lumpur,309,283,3594,4891,,,237.2,1075,-71.8,1566584,0.896933471,3223.578894,0.073582812,0.054813578,0.00312208,,,,,,,,,,,,30/10/2021,14,309,105,204,W.P. Kuala Lumpur,,
31/10/2021,W.P. Kuala Lumpur,215,197,3610,3043,,,230.4,1020,15.4,1566369,0.896810374,3237.485452,0.071166343,0.062049861,0.00194271,,,,,,,,,,,,31/10/2021,14,215,49,166,W.P. Kuala Lumpur,,
01/11/2021,W.P. Kuala Lumpur,204,224,3590,2771,,,227.6,1295,23.6,1566165,0.896693576,3219.129938,0.070702334,0.072980501,0.00176929,,,,,,,,,,,,01/11/2021,14,204,41,163,W.P. Kuala Lumpur,,
02/11/2021,W.P. Kuala Lumpur,259,262,3585,2763,,,240.4,995,-18.6,1565906,0.896545288,3214.114857,0.074795087,0.057740586,0.001764474,,,,,,,,,,,,02/11/2021,14,259,54,205,W.P. Kuala Lumpur,,
03/11/2021,W.P. Kuala Lumpur,199,207,3573,2513,,,234.2,1375,35.2,1565707,0.896431352,3202.949222,0.07312011,0.093758746,0.001605026,,,,,,,,,,,,03/11/2021,14,199,52,147,W.P. Kuala Lumpur,,
04/11/2021,W.P. Kuala Lumpur,275,335,3512,456,,,229.2,1005,-45.8,1565432,0.896273904,3147.713949,0.072814749,0.08428246,0.000291293,,,,,,,,,,,,04/11/2021,14,275,70,205,W.P. Kuala Lumpur,,
05/11/2021,W.P. Kuala Lumpur,201,296,3416,3651,,,256.8,1340,55.8,1565231,0.896158823,3061.278539,0.083886519,0.071428571,0.002332563,,,,,,,,,,,,05/11/2021,14,201,51,150,W.P. Kuala Lumpur,,
06/11/2021,W.P. Kuala Lumpur,268,244,3438,596,,,281.2,1140,13.2,1564963,0.896005382,3080.466503,0.091284875,0.047993019,0.00038084,,,,,,,,,,,,06/11/2021,14,268,67,201,W.P. Kuala Lumpur,,
07/11/2021,W.P. Kuala Lumpur,228,165,3500,168,,,295.4,870,67.4,1564735,0.895874843,3135.561949,0.094209588,0.057714286,0.000107366,,,,,,,,,,,,07/11/2021,14,228,44,184,W.P. Kuala Lumpur,,
08/11/2021,W.P. Kuala Lumpur,174,202,3470,2842,,,338,2065,164,1564561,0.89577522,3108.340015,0.108739713,0.095965418,0.001816484,,,,,,,,,,,,08/11/2021,14,174,43,131,W.P. Kuala Lumpur,,
09/11/2021,W.P. Kuala Lumpur,413,333,3548,1295,,,372.6,1615,-40.4,1564148,0.895538761,3177.371524,0.11726674,0.069898534,0.000827927,,,,,,,,,,,,09/11/2021,14,413,98,315,W.P. Kuala Lumpur,,
10/11/2021,W.P. Kuala Lumpur,323,248,3622,2414,,,345.6,1695,22.6,1563825,0.89535383,3242.971573,0.106568927,0.073716179,0.001543651,,,,,,,,,,,,10/11/2021,14,323,46,277,W.P. Kuala Lumpur,,
11/11/2021,W.P. Kuala Lumpur,339,267,3693,3356,,,325.4,2205,-13.6,1563486,0.895159739,3305.824916,0.098432315,0.081505551,0.002146485,,,,,,,,,,,,11/11/2021,14,339,63,276,W.P. Kuala Lumpur,,
12/11/2021,W.P. Kuala Lumpur,441,301,3832,2022,,,320,1735,-121,1563045,0.894907248,3429.284576,0.093313924,0.080114823,0.001293629,,,,,,,,,,,,12/11/2021,14,441,85,356,W.P. Kuala Lumpur,,
13/11/2021,W.P. Kuala Lumpur,347,307,3868,459,,,312.4,1390,-34.6,1562698,0.894708577,3460.732775,0.0902699,0.056359876,0.000293723,,,,,,,,,,,,13/11/2021,14,347,50,297,W.P. Kuala Lumpur,,
14/11/2021,W.P. Kuala Lumpur,278,218,3928,252,,,322.8,1110,44.8,1562420,0.89454941,3513.790084,0.091866615,0.054735234,0.000161288,,,,,,,,,,,,14/11/2021,14,278,45,233,W.P. Kuala Lumpur,,
15/11/2021,W.P. Kuala Lumpur,222,215,3934,2946,,,332,1560,110,1562198,0.894422306,3518.657353,0.094354172,0.062023386,0.001885804,,,,,,,,,,,,15/11/2021,14,222,36,186,W.P. Kuala Lumpur,,
16/11/2021,W.P. Kuala Lumpur,312,244,4001,2324,,,351.4,2015,39.4,1561886,0.894243673,3577.868937,0.098214889,0.053736566,0.001487945,,,,,,,,,,,,16/11/2021,14,312,45,267,W.P. Kuala Lumpur,,
17/11/2021,W.P. Kuala Lumpur,403,215,4187,1329,,,336,1995,-67,1561483,0.894012939,3743.232177,0.089761998,0.069023167,0.000851114,,,,,,,,,,,,17/11/2021,14,403,83,320,W.P. Kuala Lumpur,,
18/11/2021,W.P. Kuala Lumpur,399,289,4297,937,,,297,1620,-102,1561084,0.893784496,3840.591978,0.077331828,0.057249244,0.000600224,,,,,,,,,,,,18/11/2021,14,399,83,316,W.P. Kuala Lumpur,,
19/11/2021,W.P. Kuala Lumpur,324,246,4370,1240,,,301,1595,-23,1560760,0.893598992,3905.027596,0.077080121,0.063157895,0.000794485,,,,,,,,,,,,19/11/2021,14,324,57,267,W.P. Kuala Lumpur,,
20/11/2021,W.P. Kuala Lumpur,319,276,4411,148,,,316.2,1175,-2.8,1560441,0.893416352,3940.859528,0.080236303,0.050782136,9.4845E-05,,,,,,,,,,,,20/11/2021,14,319,69,250,W.P. Kuala Lumpur,,
21/11/2021,W.P. Kuala Lumpur,235,224,4422,110,,,342.8,1040,107.8,1560206,0.893281805,3950.09214,0.086782786,0.039574853,7.05035E-05,,,,,,,,,,,,21/11/2021,14,235,53,182,W.P. Kuala Lumpur,,
22/11/2021,W.P. Kuala Lumpur,208,175,4455,1358,,,375.8,2095,167.8,1559998,0.893162716,3979.0399,0.094444894,0.08956229,0.000870514,,,,,,,,,,,,22/11/2021,14,208,47,161,W.P. Kuala Lumpur,,
23/11/2021,W.P. Kuala Lumpur,419,399,4473,765,,,400.2,2000,-18.8,1559579,0.892922821,3994.04378,0.100199202,0.060585737,0.000490517,,,,,,,,,,,,23/11/2021,14,419,111,308,W.P. Kuala Lumpur,,
24/11/2021,W.P. Kuala Lumpur,400,271,4601,553,,,354.6,2260,-45.4,1559179,0.892693805,4107.284197,0.08633442,0.077809172,0.000354674,,,,,,,,,,,,24/11/2021,14,400,74,326,W.P. Kuala Lumpur,,
25/11/2021,W.P. Kuala Lumpur,452,358,4688,268,,,310.8,2000,-141.2,1558727,0.892435017,4183.735358,0.074287682,0.091296928,0.000171935,,,,,,,,,,,,25/11/2021,14,452,106,346,W.P. Kuala Lumpur,,
26/11/2021,W.P. Kuala Lumpur,400,428,4658,734,,,298,1650,-102,1558327,0.892206,4155.895549,0.071705363,0.066981537,0.000471018,,,,,,,,,,,,26/11/2021,14,400,98,302,W.P. Kuala Lumpur,,
27/11/2021,W.P. Kuala Lumpur,330,312,4673,883,,,283.2,955,-46.8,1557997,0.892017062,4168.395729,0.067939807,0.060988658,0.000566753,,,,,,,,,,,,27/11/2021,14,330,77,253,W.P. Kuala Lumpur,,
28/11/2021,W.P. Kuala Lumpur,191,285,4578,417,,,294.2,905,103.2,1557806,0.891907706,4083.15348,0.072052153,0.04477938,0.000267684,,,,,,,,,,,,28/11/2021,14,191,52,139,W.P. Kuala Lumpur,,
29/11/2021,W.P. Kuala Lumpur,181,205,4551,548,,,328.4,1940,147.4,1557625,0.891804076,4058.600352,0.080914594,0.072731268,0.000351818,,,,,,,,,,,,29/11/2021,14,181,49,132,W.P. Kuala Lumpur,,
30/11/2021,W.P. Kuala Lumpur,388,331,4605,1160,,,338.6,1630,-49.4,1557237,0.891581931,4105.73479,0.082470013,0.082301846,0.000744909,,,,,,,,,,,,30/11/2021,14,388,96,292,W.P. Kuala Lumpur,,
01/12/2021,W.P. Kuala Lumpur,326,379,4551,584,,,305.2,1925,-20.8,1556911,0.891395282,4056.73993,0.075232824,0.081520545,0.000375102,,,,,,,,,,,,01/12/2021,14,326,76,250,W.P. Kuala Lumpur,,
02/12/2021,W.P. Kuala Lumpur,385,371,4563,596,,,288,1810,-97,1556526,0.891174854,4066.430859,0.070823779,0.072101687,0.000382904,,,,,,,,,,,,02/12/2021,14,385,74,311,W.P. Kuala Lumpur,,
03/12/2021,W.P. Kuala Lumpur,362,329,4593,471,,,287,1160,-75,1556164,0.890967594,4092.21416,0.070133182,0.067058567,0.000302667,,,,,,,,,,,,03/12/2021,14,362,84,278,W.P. Kuala Lumpur,,
04/12/2021,W.P. Kuala Lumpur,232,308,4514,452,,,277.8,1105,45.8,1555932,0.890834765,4021.228128,0.069083372,0.049180328,0.000290501,,,,,,,,,,,,04/12/2021,14,232,44,188,W.P. Kuala Lumpur,,
05/12/2021,W.P. Kuala Lumpur,221,222,4511,261,,,294.4,1200,73.4,1555711,0.890708233,4017.98484,0.07327056,0.043892707,0.000167769,,,,,,,,,,,,05/12/2021,14,221,74,147,W.P. Kuala Lumpur,,
06/12/2021,W.P. Kuala Lumpur,240,198,4553,605,,,323.2,1900,83.2,1555471,0.890570823,4054.768959,0.079708611,0.094882495,0.00038895,,,,,,,,,,,,06/12/2021,14,240,56,184,W.P. Kuala Lumpur,,
07/12/2021,W.P. Kuala Lumpur,380,432,4499,782,,,345,1580,-35,1555091,0.890353258,4005.699307,0.086127284,0.085352301,0.000502864,,,,,,,,,,,,07/12/2021,14,380,78,302,W.P. Kuala Lumpur,,
08/12/2021,W.P. Kuala Lumpur,316,384,4429,442,,,307.8,1575,-8.2,1554775,0.890172335,3942.573271,0.078070838,0.097538948,0.000284286,,,,,,,,,,,,08/12/2021,14,316,49,267,W.P. Kuala Lumpur,,
09/12/2021,W.P. Kuala Lumpur,315,432,4311,552,,,288.2,1825,-26.8,1554460,0.889991984,3836.755445,0.075115551,0.087450707,0.000355107,,,,,,,,,,,,09/12/2021,14,315,64,251,W.P. Kuala Lumpur,,
10/12/2021,W.P. Kuala Lumpur,365,377,4297,1329,,,288.6,1745,-76.4,1554095,0.889783007,3823.397581,0.075482603,0.076332325,0.00085516,,,,,,,,,,,,10/12/2021,14,365,81,284,W.P. Kuala Lumpur,,
